2aagaiafbeaaa0	2	0002	24869	300	Rage	Rage	1	1	1	1	1	1	1	Rage	
2aagaiafbecaa0	8	0008,0009	28508	220	Quizmania	Quizmania	1	1	1	1	1	1	1	Quizmania	
2aagaiafbedaa0	33	0033,1281	57346	30	Indonesian News	Indonesian News	1	1	1	1	1	1	1	Indonesian News	
2aagaiafbedfa0	6	0006,0007	12967	90	Lenny Blue	Lenny Blue	1	1	1	1	1	1	1	Lenny Blue	
2aagaiafbeefa0	10	0010,0005	09195	60	Before The Game	Before The Game	1	1	1	1	1	1	1	Before The Game	
2aagaiafbeffa0	3	0003,1283	23739	110	MOVIE: Tanguy	MOVIE: Tanguy	1	1	1	1	1	1	1	MOVIE: Tanguy	
2aagaiafbfaaa0	33	0033,1281	51029	330	Weather Watch &amp; Music	Weather Watch &amp; Music	1	1	1	1	1	1	1	Weather Watch &amp; Music	
2aagaiafbfefa0	10	0010,0005	68770	15	Video Hits Up-Late	Video Hits Up-Late	1	1	1	1	1	1	1	Video Hits Up-Late	
2aagaiafbgaaa0	10	0010,0005	51290	120	Infomercials	Infomercials	1	1	1	1	1	1	1	Infomercials	
2aagaiafbgaaa0	21	0021	47695	300	Temporary Close	Temporary Close	1	1	1	1	1	1	1	Temporary Close	
2aagaiafbgafa0	6	0006,0007	05045	235	Danoz	Danoz	1	1	1	1	1	1	1	Danoz	
2aagaiafbgefa0	3	0003,1283	47695	195	Temporary Close	Temporary Close	1	1	1	1	1	1	1	Temporary Close	
2aagaiafbiaaa0	8	0008,0009	47265	60	Paradise Hotel	Paradise Hotel	1	1	1	1	1	1	1	Paradise Hotel	
2aagaiafbiaaa0	10	0010,0005	17597	30	Bayless Conley	Bayless Conley	1	1	1	1	1	1	1	Bayless Conley	
2aagaiafbidaa0	10	0010,0005	15257	30	Key Of David	Key Of David	1	1	1	1	1	1	1	Key Of David	
2aagaiafbjaaa0	8	0008,0009	71057	30	Justice League	Justice League	1	1	1	1	1	1	1	Justice League	
2aagaiafbjaaa0	10	0010,0005	05043	60	Hour of Power	Hour of Power	1	1	1	1	1	1	1	Hour of Power	
2aagaiafbjaaa0	2	0002	24869	60	Rage	Rage	1	1	1	1	1	1	1	Rage	
2aagaiafbjdaa0	8	0008,0009	40482	30	Fishing Australia	Fishing Australia	1	1	1	1	1	1	1	Fishing Australia	
2aagaiafcaaaa0	8	0008,0009	36899	60	Arrive Alive Cup	Arrive Alive Cup	1	1	1	1	1	1	1	Arrive Alive Cup	
2aagaiafcaaaa0	10	0010,0005	73420	30	Mass for You at Home	Mass for You at Home	1	1	1	1	1	1	1	Mass for You at Home	
2aagaiafcaaaa0	6	0006,0007	59105	30	Garner Ted Armstrong	Garner Ted Armstrong	1	1	1	1	1	1	1	Garner Ted Armstrong	
2aagaiafcaaaa0	2	0002	24869	30	Rage	Rage	1	1	1	1	1	1	1	Rage	
2aagaiafcaaaa0	3	0003,1283	51029	30	Weather Watch &amp; Music	Weather Watch &amp; Music	1	1	1	1	1	1	1	Weather Watch &amp; Music	
2aagaiafcadaa0	10	0010,0005	36939	30	Hillsong	Hillsong	1	1	1	1	1	1	1	Hillsong	
2aagaiafcadaa0	6	0006,0007	65756	30	Creflo A. Dollar, Jr	Creflo A. Dollar, Jr	1	1	1	1	1	1	1	Creflo A. Dollar, Jr	
2aagaiafcadaa0	2	0002	57329	20	The Fimbles	The Fimbles	1	1	1	1	1	1	1	The Fimbles	
2aagaiafcadaa0	3	0003,1283	66786	30	Filipino News (Sunday)	Filipino News (Sunday)	1	1	1	1	1	1	1	Filipino News (Sunday)	
2aagaiafcadaa0	33	0033,1281	15601	30	Filipino News	Filipino News	1	1	1	1	1	1	1	Filipino News	
2aagaiafcafaa0	2	0002	84721	10	Pablo the Little Red Fox	Pablo the Little Red Fox	1	1	1	1	1	1	1	Pablo the Little Red Fox	
2aagaiafcbaaa0	8	0008,0009	81397	30	Dora The Explorer	Dora The Explorer	1	1	1	1	1	1	1	Dora The Explorer	
2aagaiafcbaaa0	10	0010,0005	45515	30	Pirate Islands	Pirate Islands	1	1	1	1	1	1	1	Pirate Islands	
2aagaiafcbaaa0	6	0006,0007	38328	30	Stanley	Stanley	1	1	1	1	1	1	1	Stanley	
2aagaiafcbaaa0	2	0002	21135	10	Boo!	Boo!	1	1	1	1	1	1	1	Boo!	
2aagaiafcbaaa0	21	0021	24869	180	Rage	Rage	1	1	1	1	1	1	1	Rage	
2aagaiafcbaaa0	3	0003,1283	58600	30	Hungarian News	Hungarian News	1	1	1	1	1	1	1	Hungarian News	
2aagaiafcbaaa0	33	0033,1281	58600	30	Hungarian News	Hungarian News	1	1	1	1	1	1	1	Hungarian News	
2aagaiafcbbaa0	2	0002	09688	10	Lunar Jim	Lunar Jim	1	1	1	1	1	1	1	Lunar Jim	
2aagaiafcbcaa0	2	0002	26882	10	I Spy	I Spy	1	1	1	1	1	1	1	I Spy	
2aagaiafcbdaa0	8	0008,0009	14902	30	Business Success	Business Success	1	1	1	1	1	1	1	Business Success	
2aagaiafcbdaa0	10	0010,0005	30118	30	Totally Wild	Totally Wild	1	1	1	1	1	1	1	Totally Wild	
2aagaiafcbdaa0	6	0006,0007	86484	30	Fairy Tale Police	Fairy Tale Police	1	1	1	1	1	1	1	Fairy Tale Police	
2aagaiafcbdaa0	2	0002	03010	25	Help I&apos;m A Teenage Outlaw!	Help I&apos;m A Teenage Outlaw!	1	1	1	1	1	1	1	Help I&apos;m A Teenage Outlaw!	
2aagaiafcbdaa0	3	0003,1283	48895	30	Italian News Weekly	Italian News Weekly	1	1	1	1	1	1	1	Italian News Weekly	
2aagaiafcbdaa0	33	0033,1281	00415	30	Italian News	Italian News	1	1	1	1	1	1	1	Italian News	
2aagaiafcbffa0	2	0002	31112	15	Old Tom	Old Tom	1	1	1	1	1	1	1	Old Tom	
2aagaiafccaaa0	8	0008,0009	91131	60	Business Sunday	Business Sunday	1	1	1	1	1	1	1	Business Sunday	
2aagaiafccaaa0	10	0010,0005	67105	30	Meet The Press	Meet The Press	1	1	1	1	1	1	1	Meet The Press	
2aagaiafccaaa0	6	0006,0007	55272	90	Weekend Sunrise	Weekend Sunrise	1	1	1	1	1	1	1	Weekend Sunrise	
